sample_id,planned_duration_months,total_units,predicted_construction_cost_growth,predicted_general_inflation_rate,predicted_usd_growth,project_payment_completion_ratio,overdue_payment_ratio,paid_late_payment_ratio,low_risk_member_ratio,medium_risk_member_ratio,high_risk_member_ratio,cash_flow_pressure_ratio,predicted_delay_months,delay_risk_level
441,36,20,47.2672,47.4588,44.2537,0.5294,0.1614,0.4002,0.1022,0.5204,0.3773,0.4213,16.76,medium
442,42,48,60.9611,42.3208,65.2438,0.4524,0.3471,0.5355,0.0,0.3823,0.6425,0.5526,36.69,high
443,18,20,35.6092,30.4053,44.6724,0.8053,0.1611,0.1771,0.5765,0.3228,0.1006,0.2516,11.11,low
444,18,16,21.9627,27.6081,23.7257,0.9888,0.0067,0.0879,0.8824,0.0442,0.0734,0.1188,1.62,acceptable_delay
445,24,16,21.522,30.2953,26.1242,0.9456,0.0731,0.0042,0.7339,0.21,0.056,0.0992,2.62,acceptable_delay
446,30,16,20.038,32.8147,27.0059,0.9281,0.0097,0.1476,0.8414,0.096,0.0626,0.0718,2.2,acceptable_delay
447,24,20,62.0849,39.2487,36.5359,0.4936,0.2421,0.2478,0.317,0.4607,0.2222,0.4691,24.0,medium
448,30,30,40.8447,32.6878,27.7715,0.7883,0.156,0.2266,0.5606,0.3492,0.0902,0.2101,8.09,low
449,36,24,32.1317,35.5389,36.7074,0.7323,0.1243,0.176,0.4524,0.418,0.1295,0.2196,7.58,low
450,30,48,55.9872,41.4496,53.4571,0.4843,0.2513,0.2729,0.4457,0.3176,0.2368,0.4527,19.3,medium
451,42,30,95.0765,65.6017,72.9492,0.3067,0.8099,0.5578,0.0947,0.1724,0.7329,0.7228,96.69,critical
452,42,60,109.7677,50.9545,102.1653,0.1891,0.6835,0.5094,0.1341,0.2063,0.6596,0.7432,66.72,critical
453,36,24,33.0391,32.4431,27.6309,0.6852,0.1783,0.1849,0.5443,0.327,0.1287,0.2894,6.91,low
454,30,30,42.1769,34.1144,35.5078,0.879,0.1025,0.1021,0.5721,0.3047,0.1231,0.1642,8.39,low
455,18,16,31.8638,38.5721,43.0397,0.7879,0.0601,0.2394,0.5782,0.2836,0.1382,0.1743,11.63,low
456,30,16,38.657,39.4465,34.6386,0.8127,0.137,0.1053,0.4485,0.3941,0.1574,0.2135,7.24,low
457,18,20,33.8803,40.8397,43.4456,0.7758,0.1169,0.086,0.7151,0.2173,0.0676,0.193,12.0,low
458,42,30,61.2814,57.4162,69.1547,0.3669,0.4284,0.365,0.0,0.4081,0.6517,0.6544,38.92,high
459,36,30,73.5267,50.8021,59.5887,0.3001,0.3513,0.4885,0.0,0.3401,0.6984,0.6884,60.0,high
460,36,24,45.7274,31.9242,31.7234,0.7752,0.1494,0.1732,0.6402,0.2756,0.0841,0.2019,11.01,low
461,24,12,34.6739,30.6191,28.7811,0.8704,0.0552,0.0326,0.8896,0.0749,0.0356,0.104,5.33,acceptable_delay
462,24,20,52.5599,45.1302,37.8911,0.5478,0.3379,0.2023,0.3479,0.3884,0.2637,0.467,18.16,medium
463,30,24,23.4896,29.923,23.716,0.954,0.0039,0.091,0.7585,0.2018,0.0397,0.0325,4.48,acceptable_delay
464,42,20,47.7118,35.7848,60.5365,0.6971,0.2116,0.3082,0.3907,0.4271,0.1822,0.2612,24.0,medium
465,24,16,37.6144,29.4777,28.1386,0.9265,0.053,0.0126,0.771,0.1947,0.0343,0.0469,1.54,acceptable_delay
466,36,20,47.5092,37.7669,37.8745,0.5309,0.1523,0.3983,0.4663,0.3405,0.1932,0.4228,15.17,medium
467,36,24,57.3256,42.2957,47.7951,0.6679,0.1716,0.3553,0.3728,0.3366,0.2906,0.3574,19.93,medium
468,36,60,76.3759,43.3476,53.5529,0.5007,0.3572,0.291,0.0934,0.3854,0.5211,0.5212,32.7,high
469,48,48,55.6715,61.0072,58.99,0.4563,0.5825,0.5262,0.2782,0.2114,0.5104,0.5372,35.33,high
470,24,24,37.3477,26.132,27.4079,0.9648,0.0375,0.0113,0.8668,0.0729,0.0603,0.0944,3.76,acceptable_delay
471,42,24,55.8853,50.9656,50.8623,0.6006,0.2938,0.2461,0.5255,0.3228,0.1517,0.2995,18.49,medium
472,24,24,33.1122,23.9593,29.7696,0.9503,0.0401,0.1461,0.8827,0.113,0.0043,0.1174,2.76,acceptable_delay
473,30,16,30.1464,28.0788,11.0711,0.8796,0.078,0.0614,0.7498,0.2059,0.0443,0.1319,3.58,acceptable_delay
474,30,30,36.0007,37.3078,36.3567,0.7597,0.1429,0.0902,0.5498,0.2944,0.1558,0.2466,8.7,low
475,30,16,18.2817,26.7196,15.9005,0.9414,0.0155,0.0916,0.8419,0.107,0.0511,0.0644,1.71,acceptable_delay
476,36,16,46.488,39.0803,35.1267,0.7504,0.1323,0.2183,0.5653,0.2888,0.1459,0.1627,7.01,low
477,24,20,56.6321,48.2037,44.2986,0.5143,0.3072,0.4032,0.386,0.3724,0.2415,0.4937,22.33,medium
478,36,36,64.2258,45.6919,80.0217,0.3979,0.5317,0.3009,0.0551,0.3894,0.5555,0.5347,31.48,high
479,30,20,64.1471,50.2459,55.6263,0.5807,0.2439,0.2394,0.4194,0.3329,0.2477,0.4348,21.05,medium
480,30,20,45.0447,49.737,59.8028,0.697,0.2244,0.2766,0.2283,0.4936,0.2781,0.2523,24.0,medium
481,30,48,67.7768,47.3872,70.2121,0.4401,0.3525,0.3049,0.1976,0.3411,0.4612,0.5405,45.97,high
482,18,16,21.3262,28.799,14.2749,0.8922,0.0047,0.0568,0.8408,0.0804,0.0788,0.1423,2.62,acceptable_delay
483,18,12,24.1652,34.5857,25.9224,0.9749,0.0719,0.0315,0.9305,0.0495,0.02,0.1076,4.62,acceptable_delay
484,30,30,81.3291,60.8877,54.3089,0.536,0.3081,0.5363,0.0976,0.2363,0.666,0.4145,41.51,high
485,42,24,62.6174,51.2359,48.0186,0.6098,0.2011,0.2209,0.1429,0.49,0.3672,0.3048,24.0,medium
486,30,36,64.7204,57.1298,51.3784,0.4182,0.5313,0.4855,0.036,0.4303,0.5338,0.5391,29.51,high
487,24,20,50.6801,50.1314,53.7208,0.6678,0.163,0.3726,0.3742,0.4632,0.1626,0.2764,13.11,medium
488,36,48,61.2175,39.1204,52.4726,0.6854,0.2959,0.198,0.3925,0.3437,0.2638,0.3552,18.63,medium
489,18,30,47.8687,34.3278,25.6543,0.7652,0.0924,0.2408,0.5088,0.3707,0.1205,0.2452,7.69,low
490,30,12,28.4789,33.747,11.4866,0.9672,0.0039,0.001,0.8392,0.1498,0.011,0,1.0,acceptable_delay
491,36,24,80.9107,42.1929,50.4707,0.4979,0.5785,0.4538,0.2431,0.3491,0.4078,0.5929,43.9,high
492,30,24,36.9765,27.2082,25.2617,0.9233,0.0424,0.0597,0.8706,0.0774,0.052,0.0386,4.25,acceptable_delay
493,42,20,58.8884,39.9957,40.2671,0.5144,0.2592,0.3173,0.2215,0.4314,0.3471,0.3748,22.66,medium
494,36,36,100.5744,57.0511,75.0229,0.1796,0.7764,0.6232,0.1147,0.0852,0.8001,0.8113,65.16,critical
495,30,24,53.7648,46.8937,40.4095,0.5953,0.2108,0.204,0.3244,0.3902,0.2854,0.3272,18.39,medium
496,18,30,42.5065,36.7159,40.9992,0.8026,0.1433,0.1262,0.558,0.3077,0.1343,0.1693,6.54,low
497,36,36,64.4581,47.5363,46.7269,0.5495,0.252,0.3626,0.4673,0.3257,0.207,0.386,16.95,medium
498,36,36,105.951,56.3025,82.2147,0.3682,0.826,0.6923,0.0,0.2811,0.7838,0.8019,102.69,critical
499,18,24,24.01,22.8534,28.9704,0.9783,0.0729,0.0939,0.8417,0.1242,0.0342,0.135,5.48,acceptable_delay
500,30,20,36.4308,26.9143,13.6281,0.8458,0.0526,0.0104,0.7261,0.2146,0.0593,0.0823,3.15,acceptable_delay
501,36,30,38.0679,42.5493,32.6663,0.6875,0.0839,0.1434,0.6908,0.2573,0.0518,0.2815,7.84,low
502,48,36,87.9737,67.2108,83.7808,0.2335,0.6367,0.4142,0.0532,0.2762,0.6706,0.6756,77.58,critical
503,24,20,27.4979,22.2329,16.6248,0.8397,0.0333,0.0462,0.7324,0.1957,0.0719,0.157,3.22,acceptable_delay
504,42,36,46.8204,42.6495,50.0781,0.5699,0.2713,0.2108,0.3501,0.2829,0.367,0.4464,23.05,medium
505,42,30,64.5859,46.8735,66.8136,0.3377,0.5125,0.4078,0.3442,0.2266,0.4292,0.6198,49.81,high
506,30,20,58.4035,37.425,54.7924,0.5837,0.3428,0.2498,0.2827,0.5599,0.1574,0.3503,21.15,medium
507,30,16,44.8286,37.8497,43.2026,0.8278,0.1391,0.1429,0.5594,0.3678,0.0728,0.1404,7.3,low
508,30,24,46.6467,39.5841,41.1168,0.8288,0.1723,0.1171,0.7047,0.2314,0.0639,0.1539,9.39,low
509,30,48,47.8946,42.1571,54.5648,0.5867,0.2011,0.3713,0.4626,0.3735,0.1639,0.3332,24.0,medium
510,60,36,91.2994,62.3288,91.5412,0.2575,0.7414,0.3913,0.0055,0.1078,0.8867,0.8451,76.26,critical
511,30,20,26.9326,25.713,14.9908,0.8322,0.0205,0.0162,0.8966,0.1033,0.0001,0.161,6.0,acceptable_delay
512,18,16,22.3277,28.7788,24.4917,0.9958,0.042,0.0424,0.9251,0.0669,0.008,0.008,1.0,acceptable_delay
513,42,24,59.7625,51.5099,61.7835,0.5238,0.3599,0.3681,0.2622,0.3276,0.4102,0.4967,41.9,high
514,18,16,46.7039,31.6871,42.4699,0.7204,0.1182,0.0968,0.4951,0.3807,0.1242,0.26,10.05,low
515,30,20,39.2843,38.144,29.1622,0.6906,0.0735,0.1054,0.4416,0.3988,0.1597,0.2458,8.24,low
516,36,60,90.9713,55.096,75.5208,0.1804,0.5992,0.4208,0.0,0.1683,0.8461,0.8242,67.86,critical
517,18,16,37.1104,32.0009,35.7271,0.7015,0.1185,0.1338,0.5427,0.3347,0.1226,0.2268,12.0,low
518,24,24,35.3031,33.8652,36.4704,0.8409,0.1349,0.2428,0.5379,0.3188,0.1433,0.1923,7.91,low
519,42,20,44.7253,50.0063,38.5315,0.5255,0.2618,0.3466,0.368,0.4089,0.2231,0.422,24.0,medium
520,42,36,76.3422,60.9752,52.9075,0.4428,0.5558,0.2553,0.0275,0.2928,0.6797,0.5588,56.83,high
521,42,48,70.7785,69.9667,107.2932,0.2378,0.7189,0.5397,0.215,0.0619,0.723,0.7259,105.61,critical
522,24,20,61.1233,37.3331,52.6815,0.6924,0.2211,0.2305,0.3542,0.3909,0.2549,0.2859,15.19,medium
523,36,48,44.2785,35.8154,43.5859,0.6604,0.1879,0.3735,0.1775,0.5166,0.3059,0.3263,23.27,medium
524,60,80,109.8454,68.1476,87.0352,0.275,0.5114,0.6841,0.1705,0.128,0.7015,0.7325,82.1,critical
525,18,12,28.5101,29.3944,17.2357,0.9851,0.009,0.1243,0.8594,0.0684,0.0722,0.0569,1.9,acceptable_delay
526,36,48,59.4616,45.1044,52.7809,0.4387,0.3377,0.2855,0.2636,0.2203,0.5161,0.4577,54.11,high
527,42,30,60.5672,41.3905,45.8084,0.6783,0.1514,0.1824,0.3213,0.4464,0.2323,0.2372,18.45,medium
528,24,12,28.0443,31.77,18.6115,0.9891,0.0143,0.1377,0.8823,0.0758,0.042,0.0633,1.31,acceptable_delay
529,30,30,35.907,30.5123,34.9271,0.7215,0.172,0.1362,0.6085,0.3412,0.0504,0.2993,11.66,low
530,42,36,72.5806,56.6953,72.3493,0.1343,0.6371,0.684,0.1713,0.1889,0.6398,0.7973,64.14,critical
531,42,20,53.4071,42.8096,57.0211,0.5223,0.2696,0.4064,0.4439,0.3646,0.1915,0.3758,24.0,medium
532,30,20,39.6849,42.6194,40.395,0.6895,0.1024,0.1575,0.5266,0.4018,0.0716,0.2719,9.04,low
533,36,16,31.9487,38.5658,25.0439,0.751,0.136,0.216,0.6091,0.2697,0.1212,0.1708,11.46,low
534,18,20,19.4171,25.3321,23.3796,0.8586,0.0106,0.1403,0.8345,0.1198,0.0457,0.1577,3.92,acceptable_delay
535,48,60,66.8155,43.4331,67.0908,0.4799,0.4877,0.3232,0.0375,0.3873,0.5752,0.5303,39.3,high
536,42,30,54.9056,45.9072,40.4699,0.6222,0.1716,0.2319,0.3599,0.4491,0.191,0.2656,19.45,medium
537,18,20,26.2762,32.9084,24.4969,0.9207,0.0794,0.0364,0.7981,0.1602,0.0417,0.0574,1.35,acceptable_delay
538,48,60,92.2515,54.1074,106.945,0.3746,0.7001,0.6169,0.0828,0.2556,0.6616,0.646,65.53,critical
539,24,20,24.4573,25.9703,20.9462,0.8435,0.0682,0.1182,0.7536,0.1748,0.0715,0.0837,4.41,acceptable_delay
540,30,20,21.7967,24.2308,29.9194,0.904,0.0703,0.0746,0.8881,0.1047,0.0072,0.099,1.8,acceptable_delay
541,42,48,61.081,47.3457,73.4935,0.5401,0.3602,0.4776,0.0,0.4489,0.6498,0.4247,47.04,high
542,36,30,97.2384,74.3982,92.0641,0.138,0.7583,0.4374,0.2549,0.1141,0.631,0.8848,89.67,critical
543,36,60,89.1329,51.5272,113.0452,0.239,0.8151,0.5573,0.0,0.265,0.8584,0.754,109.64,critical
544,24,48,52.8636,43.9156,46.9075,0.5446,0.3256,0.2503,0.441,0.3529,0.2061,0.4465,17.65,medium
545,30,20,54.1692,50.2747,46.0894,0.6991,0.1515,0.3647,0.3713,0.4212,0.2075,0.2544,17.94,medium
546,24,24,46.7318,38.1353,46.6393,0.4925,0.2141,0.31,0.4822,0.2878,0.23,0.423,24.0,medium
547,30,24,20.8036,24.5688,19.2526,0.9774,0.006,0.1212,0.8829,0.0486,0.0685,0.0758,2.02,acceptable_delay
548,48,24,70.0526,61.0519,77.812,0.4528,0.398,0.4481,0.1841,0.447,0.3689,0.4656,49.43,high
549,18,24,36.9412,31.0679,13.0794,0.9879,0.0233,0.1058,0.8451,0.1217,0.0332,0.0448,2.02,acceptable_delay
550,30,16,35.4299,31.1284,42.541,0.7543,0.1595,0.1314,0.6597,0.222,0.1183,0.2131,6.1,low
551,42,20,63.6112,48.2973,48.7041,0.5442,0.2883,0.2538,0.0896,0.5528,0.3576,0.4451,14.6,medium
552,42,20,45.3707,42.2368,46.1254,0.5021,0.2392,0.2112,0.4972,0.3034,0.1994,0.4303,18.17,medium
553,30,20,31.6151,32.098,23.108,0.9995,0.0208,0.0628,0.9322,0.0367,0.0311,0.0703,2.62,acceptable_delay
554,18,20,32.4731,31.2165,42.3635,0.7161,0.0802,0.1665,0.5207,0.3938,0.0855,0.235,10.6,low
555,42,20,54.6465,39.4315,52.5438,0.5192,0.2458,0.4067,0.1323,0.5621,0.3056,0.3641,16.11,medium
556,18,20,21.4375,35.2666,19.2019,0.9441,0.0289,0.0655,0.8788,0.1128,0.0085,0.0567,1.4,acceptable_delay
557,30,30,42.2184,43.7306,39.1983,0.5103,0.2295,0.3565,0.3402,0.4976,0.1622,0.4589,21.09,medium
558,18,20,44.8483,37.2965,29.7519,0.8369,0.1559,0.1289,0.4613,0.4024,0.1364,0.1712,12.0,low
559,36,60,74.9245,65.3563,93.9655,0.2561,0.5973,0.4165,0.041,0.1608,0.7982,0.7691,68.53,critical
560,24,24,51.2295,39.6556,40.1888,0.5151,0.1537,0.2279,0.2571,0.3941,0.3488,0.3986,22.67,medium
561,30,24,27.2336,25.9448,17.6374,0.9149,0.0773,0.1225,0.8796,0.0563,0.0641,0.0746,4.49,acceptable_delay
562,48,36,79.4112,63.5992,92.379,0.2337,0.6887,0.7388,0.0568,0.2835,0.6598,0.7503,85.52,critical
563,24,20,44.4914,35.9718,39.2735,0.7845,0.0605,0.2385,0.5381,0.3226,0.1393,0.1298,8.07,low
564,24,20,25.4968,24.038,20.6233,0.9219,0.0634,0.0255,0.7982,0.1955,0.0063,0.1097,2.49,acceptable_delay
565,30,24,49.2658,33.5946,37.1273,0.7189,0.1716,0.1777,0.6383,0.2777,0.0839,0.1936,6.53,low
566,42,30,71.9804,48.9703,60.7222,0.5029,0.4657,0.3858,0.2579,0.2944,0.4476,0.5325,54.69,high
567,36,36,59.1395,43.4286,48.8417,0.576,0.1905,0.2215,0.1458,0.5462,0.308,0.3359,18.16,medium
568,24,48,61.7146,47.7406,35.0863,0.4961,0.2671,0.2301,0.4036,0.4054,0.191,0.3827,18.17,medium
569,30,30,51.7997,36.0429,46.531,0.4924,0.1731,0.2673,0.1396,0.4935,0.3669,0.3807,23.45,medium
570,42,30,45.2908,40.5512,56.2804,0.5604,0.2357,0.3365,0.1697,0.5721,0.2583,0.3983,14.2,medium
571,30,30,75.0125,59.1569,55.0891,0.4853,0.4529,0.5767,0.3987,0.2245,0.3769,0.5232,41.38,high
572,42,60,67.8699,44.4369,54.53,0.3561,0.5319,0.5164,0.0505,0.2798,0.6697,0.71,29.18,high
573,24,16,24.8993,22.3439,12.091,0.8949,0.0769,0.0174,0.8678,0.0569,0.0753,0.0959,2.26,acceptable_delay
574,18,24,43.4337,33.2589,28.9484,0.7961,0.1742,0.1407,0.6264,0.2363,0.1373,0.1849,6.17,low
575,30,36,83.7554,50.4347,55.724,0.4642,0.567,0.4034,0.2542,0.3652,0.3806,0.496,58.11,high
576,18,24,24.6443,30.6827,26.0815,0.8793,0.0268,0.1223,0.7161,0.2151,0.0688,0.0638,2.99,acceptable_delay
577,36,60,72.1239,71.7258,105.9145,0.3689,0.7259,0.4202,0.1499,0.1038,0.7463,0.6988,105.75,critical
578,42,24,48.2217,35.7096,35.9612,0.6018,0.2866,0.2836,0.2453,0.535,0.2198,0.4339,12.61,medium
579,30,48,77.5058,54.4721,52.8458,0.4126,0.4928,0.544,0.0436,0.2518,0.7046,0.5996,55.44,high
580,30,48,67.1024,57.9702,66.1102,0.4479,0.3912,0.2668,0.2454,0.2133,0.5413,0.5236,44.38,high
581,18,12,35.4104,26.1782,22.779,0.9296,0.0122,0.1144,0.7789,0.1779,0.0432,0.0831,1.0,acceptable_delay
582,42,60,92.2218,54.5537,75.0185,0.1849,0.7979,0.5599,0.0808,0.1966,0.7226,0.8954,93.59,critical
583,42,60,62.8859,57.6391,64.928,0.2869,0.4739,0.2812,0.0,0.4041,0.7108,0.6178,51.76,high
584,30,16,37.3271,37.8774,26.4175,0.866,0.085,0.1635,0.6351,0.1992,0.1657,0.1962,6.61,low
585,36,24,41.9401,40.358,35.9642,0.7177,0.1659,0.1543,0.5659,0.3516,0.0825,0.2678,10.82,low
586,42,24,79.7221,53.1003,79.5571,0.3391,0.606,0.4032,0.3867,0.2066,0.4067,0.6422,40.42,high
587,30,16,32.3709,26.0778,10.0313,0.8835,0.0457,0.0281,0.8171,0.1295,0.0535,0.0963,5.49,acceptable_delay
588,30,16,36.1682,33.5728,11.4282,0.8499,0.0246,0.1123,0.8696,0.0848,0.0455,0.0742,4.53,acceptable_delay
589,24,30,57.773,47.3797,35.5596,0.7149,0.3298,0.3382,0.3881,0.4293,0.1826,0.2774,22.81,medium
590,24,24,32.2071,35.9195,34.0553,0.8201,0.119,0.1345,0.5175,0.4127,0.0698,0.1082,11.24,low
591,48,24,71.2849,51.0464,81.6637,0.538,0.5784,0.386,0.305,0.2712,0.4238,0.5758,50.97,high
592,18,24,29.8441,27.4437,24.0947,0.857,0.0602,0.1213,0.9457,0.0493,0.005,0.1795,1.28,acceptable_delay
593,30,36,47.7301,50.2994,54.7976,0.5899,0.3413,0.224,0.3212,0.3981,0.2808,0.4625,17.01,medium
594,42,60,78.3404,57.7855,72.7499,0.3763,0.447,0.5512,0.0,0.4068,0.6853,0.6584,55.17,high
595,24,20,38.4954,30.0966,34.9631,0.8262,0.1455,0.1258,0.5112,0.3183,0.1705,0.1295,6.39,low
596,60,36,99.9711,57.7375,117.1516,0.3028,0.682,0.4382,0.0,0.2006,0.8144,0.7209,79.44,critical
597,18,30,32.6817,40.9998,34.3753,0.8099,0.0821,0.1459,0.6691,0.2193,0.1116,0.1376,9.35,low
598,42,30,108.3385,53.2782,113.8686,0.3473,0.7895,0.6697,0.0548,0.0673,0.8779,0.6883,83.58,critical
599,60,80,92.394,73.4382,90.391,0.2959,0.8465,0.5392,0.1932,0.0794,0.7274,0.8172,120.0,critical
600,48,48,72.7319,43.2932,84.8526,0.286,0.4435,0.4646,0.0098,0.3087,0.6815,0.6869,29.08,high
601,36,36,98.6269,64.2218,87.2619,0.3182,0.7042,0.6794,0.0443,0.1072,0.8484,0.7371,71.85,critical
602,30,36,63.4234,39.6211,37.4823,0.5706,0.3497,0.3584,0.4611,0.2968,0.2421,0.3923,24.0,medium
603,18,12,29.4015,29.4519,21.9372,0.8503,0.0783,0.0439,0.7432,0.211,0.0458,0.1447,5.86,acceptable_delay
604,48,48,86.715,62.2276,102.2303,0.3064,0.8089,0.4375,0.0189,0.1225,0.8586,0.8448,97.79,critical
605,24,24,31.8602,38.7581,41.4215,0.6952,0.1718,0.161,0.5094,0.3946,0.096,0.2312,12.0,low
606,36,20,48.7684,36.2676,40.3734,0.7501,0.1566,0.2343,0.5229,0.3183,0.1588,0.2278,8.61,low
607,30,20,30.451,36.9994,33.9092,0.8143,0.0705,0.167,0.6685,0.2563,0.0753,0.1793,12.0,low
608,30,48,64.6121,52.5867,66.6615,0.3333,0.6161,0.4498,0.3234,0.2578,0.4188,0.669,56.92,high
609,18,24,18.0338,34.9581,20.769,0.9495,0.0594,0.1006,0.9276,0.0433,0.0291,0.1029,1.6,acceptable_delay
610,30,60,57.7286,55.0961,81.9153,0.432,0.5247,0.4222,0.0163,0.3537,0.6301,0.5639,31.92,high
611,30,60,66.2042,53.3143,84.8479,0.5391,0.5794,0.3579,0.1943,0.2563,0.5494,0.5164,27.97,high
612,24,48,60.0385,49.3315,51.9376,0.5425,0.2661,0.4077,0.4952,0.308,0.1969,0.3823,21.06,medium
613,30,16,40.6982,33.073,33.8481,0.6816,0.1753,0.2377,0.5785,0.2522,0.1693,0.3442,10.78,low
614,36,36,97.5359,58.3463,101.8417,0.2393,0.7552,0.6792,0.0,0.2901,0.7907,0.8507,119.86,critical
615,30,24,56.5727,48.5308,66.6986,0.3183,0.5662,0.3738,0.3433,0.2973,0.3594,0.6041,33.06,high
616,24,16,49.5129,31.129,30.5187,0.7599,0.1404,0.1489,0.7403,0.1837,0.076,0.2441,12.0,low
617,36,20,37.4043,37.2138,30.0756,0.7413,0.1013,0.1999,0.4691,0.3852,0.1457,0.2468,10.67,low
618,18,24,25.086,27.7554,27.2767,0.8298,0.0523,0.0969,0.8268,0.1684,0.0048,0.1821,1.0,acceptable_delay
619,24,20,33.2672,28.8407,24.4712,0.9531,0.0369,0.1099,0.9152,0.0566,0.0282,0.0776,2.19,acceptable_delay
620,24,20,48.214,51.7649,37.8903,0.6226,0.3226,0.3157,0.1519,0.5393,0.3088,0.3277,20.21,medium
621,42,20,42.3391,49.1143,51.3315,0.5164,0.3045,0.3702,0.3436,0.4617,0.1947,0.3902,17.09,medium
622,42,30,64.187,56.5342,79.0231,0.3651,0.3986,0.4359,0.1863,0.1815,0.6322,0.6552,28.5,high
623,30,24,77.6551,44.8061,66.8326,0.3233,0.6111,0.5722,0.0024,0.2856,0.712,0.6446,42.5,high
624,36,60,55.362,49.2832,67.8007,0.515,0.4654,0.4074,0.0,0.4425,0.683,0.559,47.45,high
625,30,24,34.7097,35.8627,29.9664,0.7966,0.1377,0.0946,0.4999,0.3891,0.111,0.2662,8.04,low
626,18,24,35.7013,35.6507,31.6859,0.841,0.151,0.0874,0.4518,0.402,0.1463,0.1393,10.73,low
627,24,20,31.7295,41.1407,34.7843,0.8791,0.131,0.2223,0.5585,0.3552,0.0863,0.1818,7.08,low
628,24,24,46.5282,40.5968,36.6968,0.6301,0.1559,0.2837,0.3253,0.5192,0.1555,0.3645,22.37,medium
629,36,48,47.9188,43.2704,44.8358,0.4833,0.2241,0.3504,0.1326,0.5124,0.355,0.4847,24.0,medium
630,30,24,43.8343,41.7931,40.9297,0.8237,0.0748,0.0994,0.6245,0.2671,0.1084,0.169,9.03,low
631,24,20,62.584,42.2851,61.0109,0.5513,0.1917,0.4061,0.2986,0.4407,0.2608,0.4132,24.0,medium
632,30,60,62.596,44.7528,82.3652,0.4543,0.4442,0.4279,0.0,0.4202,0.6017,0.5318,60.0,high
633,24,20,26.5101,32.4431,16.6158,0.9465,0.0217,0.0377,0.9238,0.0666,0.0097,0.0141,3.49,acceptable_delay
634,30,24,28.8729,33.0701,17.1906,0.9812,0.043,0.0957,0.8171,0.1761,0.0068,0.0763,2.44,acceptable_delay
635,24,20,35.2298,25.6561,24.2219,0.9806,0.0239,0.0225,0.7378,0.2009,0.0612,0.0998,4.75,acceptable_delay
636,30,36,78.7005,43.4611,66.7405,0.3993,0.4523,0.283,0.0904,0.3415,0.5681,0.5533,26.93,high
637,36,48,49.8363,45.8067,35.6324,0.6937,0.2634,0.2421,0.2874,0.3712,0.3414,0.3179,19.59,medium
638,30,30,43.0782,31.9322,32.85,0.8583,0.1308,0.2257,0.6323,0.3003,0.0674,0.1,7.22,low
639,48,36,96.2983,66.7953,90.7788,0.3537,0.5714,0.4156,0.0858,0.2829,0.6312,0.6249,95.93,critical
640,30,24,41.5726,37.4121,32.5332,0.7557,0.1305,0.2327,0.6995,0.2404,0.0601,0.2787,7.5,low
641,42,36,57.1244,46.162,37.0622,0.7052,0.1932,0.3493,0.1136,0.5493,0.3371,0.3509,18.05,medium
642,42,24,45.9144,38.2497,59.3615,0.5685,0.3396,0.4175,0.0948,0.5404,0.3648,0.3903,21.99,medium
643,30,16,36.5153,25.3143,13.25,0.964,0.0142,0.0618,0.78,0.2057,0.0143,0.0957,2.9,acceptable_delay
644,24,20,54.5268,36.7436,58.9343,0.5797,0.1503,0.2338,0.4022,0.3956,0.2021,0.316,17.31,medium
645,18,24,19.8182,22.6596,12.193,0.9329,0.0634,0.0633,0.8924,0.1025,0.0051,0.1561,4.0,acceptable_delay
646,24,20,32.2386,39.5482,43.6587,0.7844,0.1595,0.2414,0.5885,0.2404,0.1711,0.2759,7.01,low
647,24,16,43.0655,30.4774,42.0766,0.8134,0.1606,0.1307,0.6386,0.1918,0.1697,0.1946,7.78,low
648,30,20,29.5249,32.6835,13.5038,0.9134,0.0354,0.0417,0.8074,0.1128,0.0798,0.1442,5.42,acceptable_delay
649,30,24,70.6186,52.4848,77.008,0.4416,0.3743,0.3946,0.0196,0.3261,0.6542,0.563,32.85,high
650,18,30,39.138,41.411,42.5556,0.7291,0.1245,0.2473,0.6719,0.273,0.0551,0.2617,11.4,low
651,30,20,47.4094,35.0487,61.8354,0.4841,0.2673,0.4098,0.3403,0.2979,0.3618,0.4271,24.0,medium
652,36,36,59.7758,48.5429,63.1897,0.3024,0.3263,0.5127,0.321,0.3259,0.3531,0.5635,30.45,high
653,36,30,64.3146,49.5862,60.0477,0.3553,0.4808,0.3866,0.0873,0.2537,0.6591,0.5856,60.0,high
654,30,20,46.8123,46.0266,52.543,0.5846,0.2815,0.3696,0.4358,0.3703,0.1939,0.3669,17.81,medium
655,24,16,29.9008,35.132,16.1916,0.8878,0.0633,0.122,0.7589,0.1875,0.0536,0.1522,4.16,acceptable_delay
656,42,24,56.1904,49.897,59.8564,0.5258,0.2286,0.404,0.2823,0.3388,0.379,0.3967,16.04,medium
657,18,24,49.6814,42.5755,36.9109,0.8443,0.1605,0.208,0.6244,0.272,0.1037,0.2018,9.98,low
658,30,48,56.4392,43.4579,56.7276,0.5142,0.3328,0.3113,0.1127,0.5144,0.3729,0.3951,14.42,medium
659,30,24,51.8585,40.6923,39.8969,0.5821,0.3376,0.3449,0.3402,0.3661,0.2937,0.4577,16.72,medium
660,30,30,72.3281,51.1839,73.9285,0.3998,0.3774,0.3084,0.1261,0.3532,0.5207,0.594,57.36,high
