sample_id,total_units,reserved_units,share_percent,current_construction_cost,construction_cost_growth,next_year_estimated_construction_cost,required_next_year_amount,total_scheduled_amount,total_due_amount,total_paid_amount,unpaid_amount,due_unpaid_amount,payment_completion_ratio,due_payment_completion_ratio,unpaid_amount_ratio,due_unpaid_amount_ratio,total_payments,paid_on_time_count,paid_late_count,unpaid_count,overdue_count,average_delay_days,max_delay_days,general_inflation_rate,usd_growth,risk_score,risk_label
631,30,1,3.3333,160000000000.0,40.6472,225035445939.91,625098460.94,2326892363.76,2060401768.26,2003281772.96,323610590.79,57119995.3,0.8609,0.9723,0.1391,0.0277,12,10,1,1,0,2.5,4,38.7081,76.1483,9.0,low
632,30,1,3.3333,90000000000.0,73.9047,156514256235.58,434761822.88,1402862831.24,1237315132.68,1112907402.11,289955429.13,124407730.57,0.7933,0.8995,0.2067,0.1005,15,12,1,2,0,5.5,12,41.681,92.0375,22.3138,low
633,12,2,16.6667,120000000000.0,45.6787,174814387929.74,2427977610.14,3808750495.08,3272434903.33,1387677248.97,2421073246.11,1884757654.36,0.3643,0.4241,0.6357,0.5759,6,2,2,1,1,56.65,114,51.5616,101.1585,86.9782,high
634,20,2,10.0,160000000000.0,71.9621,275139437960.81,2292828649.67,6471961392.03,5298852889.77,3325338671.16,3146622720.86,1973514218.61,0.5138,0.6276,0.4862,0.3724,15,6,4,3,2,12.42,27,47.9001,154.0483,60.4769,medium
635,12,1,8.3333,160000000000.0,42.2676,227628095197.97,1580750661.1,3305991306.85,2919821659.88,2793613825.14,512377481.71,126207834.74,0.845,0.9568,0.155,0.0432,8,6,1,1,0,9.67,13,50.4334,97.1051,9.0,low
636,60,1,1.6667,160000000000.0,37.0418,219266839344.26,304537276.87,1384107958.07,1325658204.32,197298202.78,1186809755.29,1128360001.54,0.1425,0.1488,0.8575,0.8512,14,2,5,1,6,88.95,101,54.2462,131.8853,100.0,high
637,36,2,5.5556,90000000000.0,77.0754,159367894823.24,737814327.89,2444191513.84,1990231588.08,695134640.07,1749056873.78,1295096948.02,0.2844,0.3493,0.7156,0.6507,14,4,3,3,4,51.28,86,42.5767,154.9326,93.4701,high
638,30,1,3.3333,160000000000.0,40.2202,224352344251.14,623200956.25,1892913073.52,1732038574.64,699747417.28,1193165656.23,1032291157.36,0.3697,0.404,0.6303,0.596,11,3,4,1,3,70.57,114,46.7967,100.1469,91.458,high
639,60,1,1.6667,90000000000.0,82.8165,164534855921.74,228520633.22,698263924.66,603681486.17,280063935.92,418199988.74,323617550.25,0.4011,0.4639,0.5989,0.5361,14,3,5,2,4,33.6,96,35.4328,111.8437,85.4354,high
640,30,1,3.3333,160000000000.0,50.6564,241050316811.09,669584213.36,1330305932.72,1187246120.12,1036205868.71,294100064.01,151040251.4,0.7789,0.8728,0.2211,0.1272,8,6,1,1,0,3.29,16,42.2472,105.3939,28.0741,low
641,24,1,4.1667,220000000000.0,70.9335,376053641942.56,1305741812.3,2533616421.99,2511083851.77,2370666551.57,162949870.42,140417300.2,0.9357,0.9441,0.0643,0.0559,8,7,1,0,0,1.28,5,49.2821,15.0,9.0,low
642,20,1,5.0,90000000000.0,84.295,165865491850.86,691106216.05,1283917008.01,1264935239.76,1191082489.52,92834518.49,73852750.24,0.9277,0.9416,0.0723,0.0584,9,7,2,0,0,7.08,13,57.1636,69.4064,16.0346,low
643,48,1,2.0833,120000000000.0,72.3496,206819509456.02,359061648.36,991260080.34,942192017.18,924345400.02,66914680.33,17846617.17,0.9325,0.9811,0.0675,0.0189,13,12,0,1,0,0.19,0,31.286,79.9245,9.6394,low
644,20,1,5.0,90000000000.0,19.9659,107969312239.53,449872134.33,1439773903.31,1212400098.64,1108721112.14,331052791.17,103678986.5,0.7701,0.9145,0.2299,0.0855,11,6,3,2,0,16.72,30,46.5532,73.1605,28.8293,low
645,48,1,2.0833,90000000000.0,33.2216,119899441121.53,208158751.95,539225389.44,473756229.93,469614047.93,69611341.51,4142182.0,0.8709,0.9913,0.1291,0.0087,8,7,0,1,0,1.03,1,55.3586,72.4751,9.0,low
646,30,1,3.3333,70000000000.0,18.6498,83054825748.53,230707849.3,838523988.2,853117109.7,819063453.11,19460535.08,34053656.59,0.9768,0.9601,0.0232,0.0399,9,8,1,0,0,3.28,8,44.9793,170.735,9.0,low
647,48,3,6.25,160000000000.0,79.6659,287465439913.15,1497215832.88,4043488336.88,3526153643.72,3216556163.34,826932173.54,309597480.38,0.7955,0.9122,0.2045,0.0878,15,11,2,2,0,9.77,12,44.5777,167.4069,16.468,low
648,24,1,4.1667,120000000000.0,62.1984,194638119731.78,675826804.62,1883102374.87,1516667624.69,723105194.17,1159997180.7,793562430.52,0.384,0.4768,0.616,0.5232,14,4,3,3,4,61.0,63,32.8355,108.5837,84.2488,high
649,30,1,3.3333,220000000000.0,54.0985,339016605614.22,941712793.37,3613134017.33,2934413992.28,2031671531.01,1581462486.32,902742461.27,0.5623,0.6924,0.4377,0.3076,16,6,5,3,2,36.93,56,57.9299,34.42,57.9062,medium
650,60,2,3.3333,70000000000.0,62.2857,113600018579.69,315555607.17,1242357318.01,1134060972.41,958494344.87,283862973.13,175566627.54,0.7715,0.8452,0.2285,0.1548,16,13,2,1,0,4.58,19,52.496,99.2196,22.4057,low
651,30,1,3.3333,120000000000.0,38.5479,166257530668.92,461826474.08,1279713961.4,1270773057.93,1231562186.17,48151775.23,39210871.76,0.9624,0.9691,0.0376,0.0309,10,8,2,0,0,2.3,13,47.3631,129.7489,14.3314,low
652,24,1,4.1667,70000000000.0,82.0112,127407805195.78,442388212.49,765894747.33,650405743.65,647912713.51,117982033.82,2493030.14,0.846,0.9962,0.154,0.0038,7,6,0,1,0,0.77,0,47.8268,97.1941,9.0,low
653,36,1,2.7778,160000000000.0,87.4974,299995834768.62,694434802.71,2525685355.2,2234320270.97,1232926425.11,1292758930.09,1001393845.85,0.4882,0.5518,0.5118,0.4482,14,5,4,2,3,53.43,108,32.0446,57.2359,83.2494,high
654,30,1,3.3333,220000000000.0,19.4467,262782829944.02,729952305.4,3027114313.79,2490790720.94,889538905.95,2137575407.84,1601251814.99,0.2939,0.3571,0.7061,0.6429,15,4,4,3,4,25.05,72,40.7379,143.9918,91.9873,high
655,20,1,5.0,70000000000.0,33.5103,93457233097.35,389405137.91,1054534206.81,840218169.06,708392756.29,346141450.52,131825412.77,0.6718,0.8431,0.3282,0.1569,11,7,2,2,0,7.0,17,47.8834,29.1509,32.2169,low
656,20,1,5.0,220000000000.0,71.015,376233091407.94,1567637880.87,2096555694.16,2127625759.14,2086072915.69,10482778.47,41552843.45,0.995,0.9805,0.005,0.0195,6,5,1,0,0,1.13,7,44.2709,124.3563,9.0,low
657,24,1,4.1667,120000000000.0,65.3483,198417939986.18,688951180.51,1057255993.74,891867629.53,845611539.61,211644454.13,46256089.92,0.7998,0.9481,0.2002,0.0519,7,5,1,1,0,2.19,7,58.2023,65.0308,15.7045,low
658,60,1,1.6667,90000000000.0,66.4844,149835974107.86,208105519.59,343223555.67,303484204.38,206399244.29,136824311.38,97084960.09,0.6014,0.6801,0.3986,0.3199,8,3,2,1,2,18.44,37,37.421,94.4562,66.6608,high
659,12,1,8.3333,120000000000.0,32.8322,159398580377.6,1106934585.96,2014148854.87,1717000648.52,1592485897.71,421662957.16,124514750.82,0.7906,0.9275,0.2094,0.0725,6,4,1,1,0,4.08,19,29.8966,55.0438,13.6614,low
660,16,1,6.25,90000000000.0,62.2068,145986118448.62,760344366.92,1528982165.26,1317622608.22,1124535477.92,404446687.34,193087130.3,0.7355,0.8535,0.2645,0.1465,9,5,2,1,1,11.31,34,46.0761,41.9563,35.4023,medium
661,36,1,2.7778,70000000000.0,37.9701,96579035773.78,223562582.81,393522823.19,338429347.8,282382224.29,111140598.9,56047123.52,0.7176,0.8344,0.2824,0.1656,7,4,2,1,0,9.97,14,46.337,105.2732,37.0181,medium
662,36,2,5.5556,220000000000.0,67.0151,367433133849.36,1701079323.38,6208044920.45,5309121924.19,5321758127.86,886286792.59,0.0,0.8572,1.0,0.1428,0.0,13,11,0,2,0,1.1,0,30.3075,112.753,9.0,low
663,36,1,2.7778,70000000000.0,52.2082,106545741761.09,246633661.48,578514553.27,456386525.0,239194395.68,339320157.59,217192129.31,0.4135,0.5241,0.5865,0.4759,10,2,3,2,3,27.71,60,44.1591,138.2233,75.1796,high
664,48,1,2.0833,160000000000.0,58.866,254185669827.52,441294565.67,1226706709.3,1082922654.53,982503083.93,244203625.37,100419570.6,0.8009,0.9073,0.1991,0.0927,14,7,5,2,0,6.44,23,55.3772,73.3153,34.444,low
665,30,2,6.6667,160000000000.0,52.4056,243848967055.62,1354716483.64,4530811158.82,4091594899.3,4057818557.02,472992601.8,33776342.28,0.8956,0.9917,0.1044,0.0083,14,12,1,1,0,2.0,9,49.8879,126.7006,9.0,low
666,24,2,8.3333,220000000000.0,58.1793,347994528415.74,2416628669.55,6998053168.08,6247040704.12,5986906588.02,1011146580.06,260134116.09,0.8555,0.9584,0.1445,0.0416,10,8,1,1,0,4.16,9,45.929,27.8069,9.0,low
667,20,2,10.0,160000000000.0,61.3695,258191256300.4,2151593802.5,7796917845.78,6479924114.32,5322681772.0,2474236073.78,1157242342.32,0.6827,0.8214,0.3173,0.1786,14,10,1,2,1,3.63,12,66.0565,93.0197,25.2817,low
668,12,1,8.3333,90000000000.0,87.056,168350402499.72,1169100017.36,1344076924.88,1090590387.36,1049947370.23,294129554.64,40643017.12,0.7812,0.9627,0.2188,0.0373,6,4,1,1,0,11.44,16,36.022,103.2476,13.5604,low
669,20,1,5.0,120000000000.0,38.1466,165775922967.98,690733012.37,3133622276.59,2640321202.85,2382489477.17,751132799.42,257831725.68,0.7603,0.9023,0.2397,0.0977,13,8,2,2,1,7.22,28,53.3072,109.8525,31.326,low
670,20,1,5.0,160000000000.0,18.0,188800000000.0,786666666.67,3760174212.34,3597733643.79,2869362484.5,890811727.84,728371159.29,0.7631,0.7975,0.2369,0.2025,16,9,5,1,1,20.89,34,57.3036,74.5768,44.1,medium
671,20,1,5.0,120000000000.0,18.0,141600000000.0,590000000.0,1217127391.68,1051477817.56,775378115.96,441749275.72,276099701.6,0.6371,0.7374,0.3629,0.2626,6,3,1,1,1,18.1,33,27.5037,69.6296,56.7537,medium
672,36,1,2.7778,120000000000.0,47.1383,176565929368.95,408717429.09,552494076.12,565730653.2,417222246.72,135271829.4,148508406.47,0.7552,0.7375,0.2448,0.2625,6,4,2,0,0,12.09,25,55.2555,92.7634,37.3829,medium
673,16,1,6.25,120000000000.0,47.2572,176708642149.33,920357511.19,2071660293.45,2131886232.82,1692039419.41,379620874.03,439846813.41,0.8168,0.7937,0.1832,0.2063,8,5,2,0,1,21.79,30,51.6139,107.4731,35.2997,medium
674,12,2,16.6667,120000000000.0,73.028,207633568744.23,2883799565.89,4853197562.34,4023235756.13,3867280445.27,985917117.07,155955310.86,0.7969,0.9612,0.2031,0.0388,7,5,1,1,0,3.68,19,30.4375,116.9865,9.8976,low
675,48,2,4.1667,90000000000.0,75.2931,157763759487.0,547790831.55,1063964325.45,909956194.27,867293133.28,196671192.17,42663060.99,0.8152,0.9531,0.1848,0.0469,9,7,1,1,0,1.13,9,57.8548,95.35,9.0,low
676,30,1,3.3333,220000000000.0,62.063,356538556972.63,990384880.48,3691585650.64,3407147542.2,3216675323.11,474910327.54,190472219.09,0.8714,0.9441,0.1286,0.0559,15,13,1,1,0,1.38,5,44.547,106.3645,14.9128,low
677,16,1,6.25,120000000000.0,52.2443,182693179316.9,951526975.61,3036331508.12,2895697745.3,2911186412.07,125145096.05,0.0,0.9588,1.0,0.0412,0.0,13,11,1,1,0,1.72,5,33.4298,71.9646,9.0,low
678,16,1,6.25,90000000000.0,29.4439,116499525551.58,606768362.25,1253662336.14,1049798776.28,933625023.03,320037313.12,116173753.25,0.7447,0.8893,0.2553,0.1107,6,3,2,1,0,18.38,34,46.2525,82.5555,29.8919,low
679,16,1,6.25,160000000000.0,44.4096,231055333566.83,1203413195.66,4111250668.06,3184216144.21,2114208230.89,1997042437.17,1070007913.32,0.5142,0.664,0.4858,0.336,15,5,5,3,2,37.05,41,40.0279,75.4321,60.2236,medium
680,24,1,4.1667,220000000000.0,44.7533,318457173115.18,1105754073.32,2039232598.13,1569433266.71,1568262727.29,470969870.85,1170539.42,0.769,0.9993,0.231,0.0007,8,6,0,2,0,0.91,1,47.3905,107.1175,10.759,low
681,24,3,12.5,220000000000.0,35.5621,298236656943.17,3106631843.16,10322511101.22,8634969322.21,6883728547.3,3438782553.92,1751240774.92,0.6669,0.7972,0.3331,0.2028,12,5,4,2,1,20.99,23,27.0942,54.6421,38.9674,medium
682,16,1,6.25,90000000000.0,62.977,146679318374.02,763954783.2,1278843499.09,1081731985.59,682975512.53,595867986.56,398756473.06,0.5341,0.6314,0.4659,0.3686,8,3,3,1,1,39.68,54,46.9703,98.9914,66.3023,high
683,16,1,6.25,120000000000.0,71.8261,206191332821.47,1073913191.78,3188473155.37,2783624038.08,2664285324.72,524187830.64,119338713.36,0.8356,0.9571,0.1644,0.0429,14,11,1,2,0,4.45,9,26.2909,123.5205,9.0,low
684,36,1,2.7778,90000000000.0,24.6949,112225397893.62,259781013.64,1589143921.81,1420200931.72,1346579898.35,242564023.46,73621033.37,0.8474,0.9482,0.1526,0.0518,16,14,0,2,0,1.92,3,40.0492,50.2375,9.0,low
685,48,1,2.0833,70000000000.0,47.9792,103585449908.46,179835850.54,355038146.77,300952771.15,256860982.28,98177164.49,44091788.87,0.7235,0.8535,0.2765,0.1465,7,5,1,1,0,4.06,19,47.6816,24.9267,18.3002,low
686,36,1,2.7778,120000000000.0,36.7175,164061032068.77,379770907.57,1166654531.5,1035058922.84,896854040.27,269800491.24,138204882.58,0.7687,0.8665,0.2313,0.1335,11,8,2,1,0,10.66,19,36.3549,51.0111,29.9564,low
687,36,2,5.5556,90000000000.0,40.7985,126718645564.86,586660396.13,3306067636.64,3042885845.56,3023595793.74,282471842.9,19290051.81,0.9146,0.9937,0.0854,0.0063,16,14,1,1,0,3.59,9,32.3606,55.9461,9.0,low
688,16,1,6.25,160000000000.0,50.6606,241056961270.29,1255505006.62,2420101759.53,1994882614.97,1719838679.71,700263079.82,275043935.26,0.7106,0.8621,0.2894,0.1379,7,4,2,1,0,18.14,23,37.7118,66.7492,34.2879,low
689,48,1,2.0833,300000000000.0,63.0279,489083762096.73,849103753.64,1684826997.53,1297370703.88,1219975675.84,464851321.69,77395028.03,0.7241,0.9403,0.2759,0.0597,9,5,2,2,0,18.2,24,49.5484,111.2208,27.7921,low
690,36,1,2.7778,120000000000.0,96.045,235253968487.58,544569371.5,1721701488.29,1639361085.64,1579490007.99,142211480.3,59871077.65,0.9174,0.9635,0.0826,0.0365,16,15,0,1,0,1.26,1,47.1195,123.4907,9.0,low
691,20,1,5.0,220000000000.0,59.6644,351261634859.31,1463590145.25,4320552416.35,3520096179.68,2952377873.98,1368174542.38,567718305.7,0.6833,0.8387,0.3167,0.1613,12,7,3,2,0,13.68,20,36.3677,98.9605,36.2126,medium
692,30,2,6.6667,120000000000.0,42.6988,171238590929.79,951325505.17,3638478341.67,3537910949.46,3444260984.48,194217357.2,93649964.98,0.9466,0.9735,0.0534,0.0265,16,14,1,1,0,5.51,9,56.1572,119.6854,9.0,low
693,36,1,2.7778,160000000000.0,47.9642,236742698720.38,548015506.3,926424783.96,780554310.34,716042689.49,210382094.47,64511620.86,0.7729,0.9174,0.2271,0.0826,7,4,2,1,0,9.61,30,33.877,129.5187,26.0172,low
694,36,1,2.7778,90000000000.0,56.3533,140717971690.29,325736045.58,596100663.54,462583497.7,225898973.03,370201690.51,236684524.67,0.379,0.4883,0.621,0.5117,8,2,2,2,2,43.07,62,46.1899,117.5488,83.4047,high
695,12,1,8.3333,120000000000.0,65.4982,198597802464.29,1379151406.0,3796859865.89,3338782784.61,1831956512.04,1964903353.85,1506826272.56,0.4825,0.5487,0.5175,0.4513,14,6,4,2,2,16.93,55,61.7066,75.922,60.911,medium
696,12,1,8.3333,70000000000.0,44.7817,101347171271.29,703799800.5,2361333083.66,2209931931.09,1978098741.61,383234342.06,231833189.49,0.8377,0.8951,0.1623,0.1049,11,5,4,1,1,11.3,30,46.9252,162.7082,36.6903,medium
697,36,1,2.7778,120000000000.0,38.4042,166085060204.83,384456157.88,1786376978.01,1560882843.61,1334553234.82,451823743.2,226329608.79,0.7471,0.855,0.2529,0.145,13,6,5,2,0,11.33,26,34.9114,69.335,35.9711,medium
698,30,1,3.3333,70000000000.0,54.9547,108468293046.85,301300814.02,482570609.94,397487886.4,394734012.29,87836597.65,2753874.11,0.818,0.9931,0.182,0.0069,6,4,1,1,0,6.51,10,37.3725,152.5909,14.089,low
699,36,1,2.7778,90000000000.0,65.3747,148837250637.05,344530672.77,1396295924.81,1109552698.87,897000036.2,499295888.61,212552662.67,0.6424,0.8084,0.3576,0.1916,15,6,4,3,2,32.21,38,57.6837,101.0042,62.4587,medium
700,16,1,6.25,70000000000.0,86.1,130269996410.29,678489564.64,1549958171.4,1389253255.23,1336394097.87,213564073.53,52859157.36,0.8622,0.962,0.1378,0.038,11,9,1,1,0,0.33,9,59.6889,111.9857,9.0,low
701,36,1,2.7778,160000000000.0,46.508,234412774827.19,542622163.95,1352292685.36,1060118642.01,739548383.8,612744301.56,320570258.21,0.5469,0.6976,0.4531,0.3024,9,4,2,2,1,32.03,40,54.481,99.6275,57.7817,medium
702,12,1,8.3333,90000000000.0,44.0872,129678437180.69,900544702.64,2055730816.38,1778792016.34,1619146747.06,436584069.31,159645269.28,0.7876,0.9103,0.2124,0.0897,9,5,3,1,0,21.55,32,47.8721,83.1995,32.8571,low
703,60,1,1.6667,160000000000.0,53.2007,245121194639.0,340446103.67,1095716152.97,956719356.55,797980937.35,297735215.61,158738419.2,0.7283,0.8341,0.2717,0.1659,11,6,3,1,1,12.89,15,32.3593,110.7479,39.3934,medium
704,30,2,6.6667,120000000000.0,43.4317,172118078731.97,956211548.51,3401124716.25,2866670661.09,1860167397.24,1540957319.01,1006503263.85,0.5469,0.6489,0.4531,0.3511,13,5,5,2,1,23.29,25,44.4836,99.917,61.1278,medium
705,48,1,2.0833,300000000000.0,55.1141,465342431299.45,807886165.45,1673806952.09,1404620596.38,1355377129.43,318429822.66,49243466.95,0.8098,0.9649,0.1902,0.0351,7,6,0,1,0,1.38,2,38.2798,67.582,9.0,low
706,12,1,8.3333,70000000000.0,42.3594,99651600168.79,692025001.17,1644504492.53,1314685503.41,1315271120.75,329233371.79,0.0,0.7998,1.0,0.2002,0.0,9,6,1,2,0,4.87,16,43.3891,57.2348,9.0,low
707,30,1,3.3333,70000000000.0,82.1757,127523013234.19,354230592.32,1164333720.76,1030535009.48,938707466.05,225626254.71,91827543.43,0.8062,0.9109,0.1938,0.0891,16,8,6,2,0,6.17,27,41.6602,34.2803,34.6096,low
708,20,1,5.0,70000000000.0,78.0805,124656318116.93,519401325.49,617663788.87,630341348.41,595389688.77,22274100.1,34951659.64,0.9639,0.9446,0.0361,0.0554,6,5,1,0,0,5.98,12,38.629,163.5139,17.8724,low
709,60,1,1.6667,90000000000.0,75.0776,157569838721.35,218846998.22,745035617.39,647136222.66,416093594.51,328942022.88,231042628.15,0.5585,0.643,0.4415,0.357,16,6,5,2,3,21.66,41,38.0586,95.4792,67.226,high
710,30,1,3.3333,120000000000.0,49.272,179126420779.6,497573391.05,1084616928.8,1075607641.09,66202525.92,1018414402.89,1009405115.17,0.061,0.0615,0.939,0.9385,7,1,2,0,4,59.44,76,33.5725,68.1393,100.0,high
711,24,1,4.1667,90000000000.0,43.1008,128790764932.76,447190156.02,1842021435.56,1495873649.19,972574113.77,869447321.79,523299535.42,0.528,0.6502,0.472,0.3498,14,6,4,3,1,14.06,26,44.2127,173.9526,63.5352,medium
712,12,1,8.3333,160000000000.0,46.456,234329672427.43,1627289391.86,4600682863.7,3863895652.95,2697242214.92,1903440648.78,1166653438.03,0.5863,0.6981,0.4137,0.3019,12,4,4,2,2,40.84,48,54.7682,88.4751,59.4574,medium
713,30,2,6.6667,220000000000.0,41.9563,312303853076.14,1735021405.98,7536246959.36,7092740726.24,6752922712.02,783324247.33,339818014.22,0.8961,0.9521,0.1039,0.0479,13,12,0,1,0,0.45,3,53.8185,108.1941,9.3687,low
714,30,1,3.3333,120000000000.0,58.0903,189708402575.49,526967784.93,1081704623.71,1039503690.29,782934886.8,298769736.91,256568803.49,0.7238,0.7532,0.2762,0.2468,7,3,3,0,1,22.64,36,40.6045,86.186,44.8036,medium
715,16,1,6.25,220000000000.0,51.6162,333555669455.78,1737269111.75,4074442343.92,3277206015.53,3148072745.06,926369598.86,129133270.47,0.7726,0.9606,0.2274,0.0394,9,5,2,2,0,10.92,24,48.1853,66.1148,19.9423,low
716,36,1,2.7778,160000000000.0,43.8475,230156074512.37,532768691.0,2200134995.78,2173294767.06,686066451.65,1514068544.13,1487228315.41,0.3118,0.3157,0.6882,0.6843,16,4,6,0,6,70.17,93,42.3197,82.3027,90.2634,high
717,20,1,5.0,160000000000.0,18.0,188800000000.0,786666666.67,1467037879.16,1214502887.66,680978927.12,786058952.04,533523960.54,0.4642,0.5607,0.5358,0.4393,6,3,1,1,1,26.01,38,51.7531,43.0162,67.5328,high
718,48,1,2.0833,90000000000.0,27.562,114805833345.28,199315682.89,720619909.04,538274494.92,446855736.16,273764172.88,91418758.76,0.6201,0.8302,0.3799,0.1698,9,4,3,2,0,19.53,31,43.2639,72.179,36.3855,medium
719,60,1,1.6667,120000000000.0,69.0984,202918023167.75,281830587.73,625369656.56,484392038.77,268611545.49,356758111.07,215780493.28,0.4295,0.5545,0.5705,0.4455,8,2,3,2,1,41.3,51,44.9096,79.8388,65.5422,high
720,36,1,2.7778,160000000000.0,66.7018,266722834224.88,617413968.11,1755113693.25,1539522565.13,1542760308.83,212353384.42,0.0,0.879,1.0,0.121,0.0,11,10,0,1,0,0.41,1,38.6091,125.1595,9.0,low
721,16,1,6.25,160000000000.0,45.9788,233566112401.75,1216490168.76,4255805576.25,3500867209.03,1705623292.44,2550182283.82,1795243916.6,0.4008,0.4872,0.5992,0.5128,13,2,4,2,5,49.33,90,51.3248,140.0197,92.9575,high
722,36,1,2.7778,70000000000.0,31.1914,91834009757.96,212578726.29,678600551.98,582062918.82,590328983.21,88271568.77,0.0,0.8699,1.0,0.1301,0.0,12,10,0,2,0,1.0,0,44.2195,170.4355,12.7614,low
723,36,2,5.5556,220000000000.0,62.5165,357536357209.21,1655260913.01,2480399886.91,2456816850.08,2302048955.73,178350931.17,154767894.35,0.9281,0.937,0.0719,0.063,7,6,1,0,0,11.12,15,54.9113,97.507,10.9196,low
724,16,1,6.25,90000000000.0,62.2047,145984214817.05,760334452.17,2409925762.46,2133166924.99,1578826653.9,831099108.56,554340271.09,0.6551,0.7401,0.3449,0.2599,14,6,4,2,2,40.64,53,45.0637,69.4991,64.3265,medium
725,36,1,2.7778,90000000000.0,52.0523,136847037910.58,316775550.72,1069362356.97,972933589.88,913565357.13,155796999.84,59368232.75,0.8543,0.939,0.1457,0.061,15,12,2,1,0,7.87,15,48.8264,91.1674,16.7026,low
726,24,1,4.1667,160000000000.0,66.742,266787210096.8,926344479.5,2670148309.55,2287472846.28,1410620560.77,1259527748.79,876852285.51,0.5283,0.6167,0.4717,0.3833,14,2,5,2,5,49.29,111,46.7874,94.7715,96.2355,high
727,16,1,6.25,70000000000.0,45.0766,101553593742.57,528924967.41,1981982889.79,1766654532.9,1717549537.82,264433351.98,49104995.09,0.8666,0.9722,0.1334,0.0278,12,10,1,1,0,1.84,8,28.1476,121.4456,9.1066,low
728,16,1,6.25,70000000000.0,71.1278,119789465378.42,623903465.51,2308041400.76,2215756202.73,2149452531.73,158588869.03,66303671.01,0.9313,0.9701,0.0687,0.0299,14,12,1,1,0,2.01,8,30.0617,70.0255,9.0,low
729,12,1,8.3333,220000000000.0,18.0,259600000000.0,1802777777.78,4172167200.69,2430409227.22,1785700989.9,2386466210.79,644708237.32,0.428,0.7347,0.572,0.2653,7,2,1,3,1,35.76,44,38.8594,97.4281,58.4962,medium
730,30,1,3.3333,300000000000.0,31.7512,395253583249.37,1097926620.14,3686327746.2,2749570150.17,1780537233.52,1905790512.68,969032916.64,0.483,0.6476,0.517,0.3524,12,5,3,3,1,38.23,65,36.3742,64.8553,66.6409,high
731,12,1,8.3333,120000000000.0,57.7071,189248497691.29,1314225678.41,4337408892.0,4183120315.61,2998569029.72,1338839862.27,1184551285.88,0.6913,0.7168,0.3087,0.2832,14,8,4,1,1,17.38,26,31.5273,30.3578,47.6569,medium
732,24,1,4.1667,120000000000.0,73.5093,208211146650.44,722955370.31,2491040269.8,1948862694.08,1227918653.14,1263121616.66,720944040.94,0.4929,0.6301,0.5071,0.3699,13,5,3,3,2,42.35,50,21.8496,67.5214,67.2817,high
733,30,1,3.3333,160000000000.0,18.8675,190187949564.01,528299859.9,2680320488.25,2452719677.27,1503479012.32,1176841475.93,949240664.95,0.5609,0.613,0.4391,0.387,12,5,4,1,2,25.88,49,52.4263,117.8094,62.1024,medium
734,30,1,3.3333,70000000000.0,26.722,88705423667.06,246403954.63,778948665.28,566445395.72,52848149.28,726100515.99,513597246.43,0.0678,0.0933,0.9322,0.9067,10,0,3,3,4,61.19,66,34.2766,54.8417,100.0,high
735,12,1,8.3333,160000000000.0,21.0166,193626544025.96,1344628777.96,4173859685.74,3232131171.33,2525648968.74,1648210717.0,706482202.59,0.6051,0.7814,0.3949,0.2186,10,4,3,2,1,33.87,47,33.7764,32.1271,53.8187,medium
736,12,1,8.3333,160000000000.0,50.3998,240639696405.86,1671109002.82,4062492918.01,3774823642.07,3594312296.73,468180621.29,180511345.35,0.8848,0.9522,0.1152,0.0478,11,9,1,1,0,5.81,10,29.0379,120.7582,9.0,low
737,30,2,6.6667,70000000000.0,23.7568,86629735996.46,481276311.09,1816605957.87,1613467902.47,659079237.38,1157526720.5,954388665.09,0.3628,0.4085,0.6372,0.5915,11,3,3,1,4,65.17,84,34.7249,105.4018,91.5756,high
738,20,1,5.0,120000000000.0,67.3016,200761903607.19,836507931.7,1547900251.5,1319090482.37,1270746032.76,277154218.74,48344449.61,0.8209,0.9634,0.1791,0.0366,8,7,0,1,0,1.63,1,39.2475,111.9582,9.0,low
739,20,2,10.0,220000000000.0,41.4468,311183023423.69,2593191861.86,9784262975.2,8275822500.53,7837477149.19,1946785826.02,438345351.34,0.801,0.947,0.199,0.053,13,11,0,2,0,0.59,1,54.5261,114.193,9.0,low
740,24,1,4.1667,220000000000.0,71.3235,376911636429.95,1308720959.83,3914332735.6,3330965115.44,2965659741.24,948672994.36,365305374.2,0.7576,0.8903,0.2424,0.1097,12,8,2,2,0,9.65,18,38.9468,65.52,31.1607,low
741,48,2,4.1667,160000000000.0,19.187,190699175304.44,662149914.25,3614010937.29,3457661678.38,3310434852.85,303576084.44,147226825.53,0.916,0.9574,0.084,0.0426,14,12,1,1,0,5.42,9,35.7099,111.0351,9.0,low
742,30,1,3.3333,70000000000.0,31.6975,92188271453.6,256078531.82,1226842858.11,1154125111.81,944083853.21,282759004.9,210041258.6,0.7695,0.818,0.2305,0.182,15,9,4,1,1,16.76,33,50.5037,90.8414,34.0834,low
743,30,1,3.3333,160000000000.0,75.932,281491238509.83,781920106.97,1972504467.23,1763933671.08,1444174207.76,528330259.47,319759463.33,0.7322,0.8187,0.2678,0.1813,13,10,1,1,1,7.14,15,48.1291,49.9339,32.3224,low
744,30,1,3.3333,220000000000.0,60.2439,352536562780.9,979268229.95,2680392411.84,1930220059.44,1234345865.74,1446046546.1,695874193.71,0.4605,0.6395,0.5395,0.3605,11,3,3,3,2,12.61,26,35.9382,92.562,64.8655,medium
